DistName,n_schools,n_students,st_pct_black,st_pct_hisp,st_pct_white,st_pct_native,st_pct_asian,st_pct_pac,st_pct_mult,st_pct_ecodis,st_pct_englishlearners,st_pct_speced,st_pct_bilingual,st_pct_careertech,st_pct_gifted,attendance_rate,ann_dropout_rate,ann_grad_count_1819,avg_sat_1819,avg_act_1819,tot_staff_fte,tot_teach_fte,staff_pct_centraladmin,staff_pct_schooladmin,staff_pct_profsupport,staff_pct_teach,staff_pct_educaides,staff_pct_aux,avg_salary_central,avg_salary_school,avg_salary_prof,avg_salary_teach,staff_pct_minority,stud_teach_ratio,teach_pct_5underexp,teach_avgexp,teach_pct_advdegrees,teach_turnover_rate,teach_pct_black,teach_pct_hisp,teach_pct_white,teach_pct_native,teach_pct_asian,teach_pct_pac,teach_pct_mult,teach_pct_reged,teach_pct_speced,teach_pct_compeduc,teach_pct_esl,taxable_value_per_student_17,local_tax_rate_18,tot_operating_reevenue,rev_pct_state,rev_pct_local,rev_pct_fed,tot_other_rev,fund_balance,net_assets_charter,tot_expend_1819,tot_opexpend_per_student,,exp_pct_basiced,exp_pect_speced,exp_pct_state,exp_pct_esl,exp_pct_cartecheduc,exp_pct_gifted,exp_pct_athletics,exp_pct_hsallotment,exp_pct_kinder,exp_pct_na,district_size,community_type,property_wealth,tax_rate
OVERTON ISD,2,503,13.1,8.2,72.4,1,0.6,0,4.8,64.4,1.6,12.5,1.6,31.2,14.5,95.8,0,29,.,18.4,92.7,47.9,2.2,1.7,5.4,51.7,19.4,19.7,105530,56305,56021,52990,10.8,10.5,29.2,16.8,29,20.9,4.2,2.1,93.7,0,0,0,0,81,5,2.1,0,147688,1.489,6777467,68.4,19.6,12,695712,914849,0,7025238,11894,54.1,37.8,7.9,9.5,0,4.1,2.2,4.6,0.7,0.4,33.1,500 to 999,Rural,"$131,514 to < $178,741",$1.4301 and over
TATUM ISD,4,1496,18.9,31.8,46.1,0.3,0.3,0,2.5,57,15.2,8.2,12.8,43.2,8,96.8,0,119,1018,19.8,211.6,105,2.8,2.8,5.8,49.6,8.3,30.6,117690,79513,54610,54068,37.4,14.3,26.7,13.4,23.9,20.1,16,1,83,0,0,0,0,72.3,5.4,4,1,640113,1.207,15801242,11.8,72.7,15.5,1699564,11047335,0,17862623,10675,50.4,36.9,15.7,7.7,1.1,4,2.1,3.4,0.8,0.5,28,"1,000 to 1,599",Other Central City Suburban,"$636,179 to < $697,496",$1.1701 to under $1.3141
CARLISLE ISD,1,623,4.8,51,42.1,0.3,0,0,1.8,76.2,33.9,10.9,21.5,29.9,5,95.2,3,53,1035,18,108.6,55.2,1.8,5.2,5,50.8,18,19.1,96776,71000,60869,46088,26.4,11.3,37.7,11.8,16.3,20.6,5.6,7.2,83.5,0,0,1.8,1.8,79.9,3.6,6.9,0,205156,1.52,8132914,66.1,25.2,8.7,829942,974321,0,8429441,11445,53.8,31.1,7.6,16.5,2.8,5.5,0.2,6.2,1,1.6,27.5,500 to 999,Rural,"$178,741 to < $225,013",$1.4301 and over
WEST RUSK COUNTY CONSOLIDATED ISD,5,1031,12.1,28,55.8,0.9,0.1,0.1,3,81,13.4,11.5,12.8,29.6,5.4,95.5,0.3,109,999,18.7,165.4,80.4,1.8,4.9,3,48.6,16.2,25.5,104204,82472,46443,54457,20.5,12.8,24.9,14.1,12.9,18.8,1.2,1.2,97.5,0,0,0,0,82.8,5.4,5,1.2,321896,1.36,12320595,53.7,35.3,11,1216789,1499638,0,12624885,10309,50.7,34.1,8.2,14,0.5,3.6,0.2,5,0.9,1.6,31.9,"1,000 to 1,599",Non-metropolitan Stable,"$317,442 to < $337,807",$1.3141 to under $1.4301
HEMPHILL ISD,3,912,9,7.8,74.8,0.8,0.7,0.2,6.8,64.1,2.2,13.2,2.2,29.3,5.4,94.6,1.5,54,-1,19.8,148.7,71.8,2,2,5.4,48.3,8.1,34.2,111225,90279,63848,56988,12.8,12.7,22,15.1,23.7,12.3,9.7,1.4,87.5,0,0,0,1.4,87.7,3.1,3.1,0,501642,1.04,11748702,33.9,49.7,16.4,0,8343414,0,12072984,11952,56.2,41.1,14,10.2,0.1,4.3,0.2,3.3,0.7,1,25.2,500 to 999,Non-metropolitan Stable,"$483,611 to < $530,196",Under $1.1701
WEST SABINE ISD,2,593,9.8,4.6,82.1,0.5,0,0,3,76.2,0.3,12.5,0.3,41.8,6.6,94.7,0,39,1023,21.7,90.3,49.2,2.2,5.3,4.4,54.4,10.9,22.8,85619,76686,50374,51321,8.9,12.1,16.3,15.4,20.3,14.4,4.1,2,93.9,0,0,0,0,88.4,2.6,2.7,0,186819,1.28,7372047,67.9,21.8,10.3,533538,2535569,0,7121058,10683,54.6,39,5.3,13.7,0,6,0.4,4.5,0.7,0.9,29.7,500 to 999,Rural,"$178,741 to < $225,013",$1.1701 to under $1.3141
SAN AUGUSTINE ISD,2,740,50.8,22.7,22.2,0,0,0,4.3,87.3,11.8,15.5,10.1,28.9,3.6,95,0.5,43,.,16.6,143.6,61.1,4.2,3.1,3.6,42.5,14.5,32.1,86237,72118,66510,53710,39.6,12.1,26.2,15.4,25.5,33.8,12.7,3.3,82.4,0,1.6,0,0,82.3,3.1,0,1.6,539074,1.27,10064449,39,46.3,14.8,851000,657329,0,11033303,12672,52,26.6,11.1,16.3,0.9,6.2,1.4,2.9,0.6,0,34.1,500 to 999,Rural,"$530,196 to < $559,445",$1.1701 to under $1.3141
BROADDUS ISD,2,382,1.8,11,83,0,0.3,0,3.9,77,4.7,17.5,4.7,35.6,10.2,93.5,0,37,.,17,70.6,36,2.8,3,2.8,51,8.3,32.1,85400,75257,65468,56245,4.2,10.6,34.9,11,10.9,18.4,0,0,100,0,0,0,0,69.1,8.4,5.4,0,580482,1.1,6450014,29.4,58.9,11.6,12711,2409648,0,5236059,11647,51,37.7,7.2,9.9,0.2,5.8,0.3,2.2,1,0.6,35.3,Under 500,Rural,"$559,445 to < $636,179",Under $1.1701
COLDSPRING-OAKHURST CISD,4,1563,17.3,10.7,67.1,0.4,0.3,0,4.3,61.5,1.4,12.5,1.3,35.9,5.5,94.2,0.4,109,925,17.3,275,113.1,2.2,2.8,10.6,41.1,11.9,31.4,94181,78027,55426,51325,26.2,13.8,40,11.5,22.5,31.5,8,9.3,80,0,0.9,0,1.8,62.9,10.3,8.4,0.4,734324,1.155,19689378,11.5,75.8,12.7,1490614,5127151,0,24736120,11056,49.1,39.4,11,8.5,0.1,5.2,0.2,3.8,0.8,0,31,"1,000 to 1,599",Independent Town,"$697,496 to < $814,022",Under $1.1701
SHEPHERD ISD,4,1995,3.9,35.1,55.8,0.2,0.1,0,4.9,70.9,17.9,10,17.2,29.6,6.2,95.3,1.3,143,941,15.6,313.4,144,1.3,3.2,4.8,45.9,14.3,30.5,112039,78422,68087,54776,23.4,13.9,41.3,10.8,22.9,25.6,12.9,8,78.4,0,0,0,0.7,74.2,6.9,4,2.3,173008,1.32,24403118,63.4,22.9,13.7,1332151,6905533,0,23828901,10298,53.6,39.9,10.2,11.4,0.5,7,0.1,2.1,1.1,0,27.8,"1,600 to 2,999",Independent Town,"$131,514 to < $178,741",$1.3141 to under $1.4301
ARANSAS PASS ISD,5,1613,2.5,62.8,31.7,0.2,0.8,0,1.9,71.5,9.1,8.7,9,28.3,4.9,95,0.4,106,995,19.6,268.1,114.4,2.9,3,7.3,42.7,12.3,31.9,90142,69615,61977,54941,44.1,14.1,23.6,13.2,19.6,15,1.7,24.5,70.3,0.9,0.9,0,1.7,86.5,3.3,1.7,0.4,470568,1.361,19972034,39.1,44.6,16.3,1540549,5548236,0,27295702,11203,51.8,37.2,10.7,12.3,0.6,3.3,0.4,3.6,1,1.8,29.2,"1,600 to 2,999",Other Central City Suburban,"$450,515 to < $472,586",$1.3141 to under $1.4301
GREGORY-PORTLAND ISD,6,4607,1.4,57.6,36.4,0.3,2.2,0.2,1.9,48.7,4.3,10.6,4,20.1,6.2,95.2,0.7,328,1089,21.3,641.6,315.8,1.6,2.8,7.1,49.2,12.4,27,122199,85185,73362,61672,45.3,14.6,22.5,12.8,26.2,14.1,1.3,25.7,71.2,0.3,0.3,0,1.3,77.9,9.6,4.8,0.8,583676,1.35,61834861,18.9,76.3,4.8,11849947,9170425,0,67173151,10475,52.8,46.6,11.9,7.4,0.3,2.2,0.3,2.3,0.9,0.5,27.7,"3,000 to 4,999",Other Central City Suburban,"$559,445 to < $636,179",$1.3141 to under $1.4301
INGLESIDE ISD,5,2136,1.5,55.1,39.6,0.6,0.8,0.1,2.2,70.7,9,10.5,8.9,27.5,2.5,95.6,0,135,1126,19.3,245.4,145.3,1.6,3.5,8.1,59.2,22.2,5.3,118705,79450,61171,60565,38.2,14.7,44.3,9.5,22.7,15.1,3.4,22,72.5,0.7,0.7,0,0.7,81.9,9,2.8,0.9,889061,1.166,36210698,28.1,59.8,12.1,3727800,23673868,0,34481370,10094,52.7,39.1,14.5,7,0.4,2.9,1.3,3.1,0.8,0,31,"1,600 to 2,999",Other Central City Suburban,"$847,341 and over",Under $1.1701
MATHIS ISD,4,1591,0.8,88.3,9.9,0.1,0.4,0,0.5,86.2,2.5,10.2,1.7,27.5,4,94.1,1,88,869,15.9,244.4,114.3,2.5,3.7,11.6,46.8,13.8,21.6,79975,73177,55820,52407,76.7,13.9,38,11.4,23.3,21.5,1.7,63.5,32.3,0,0,0,2.5,85.6,5.7,0,0,214996,1.43,22536363,51.4,22.4,26.2,1424603,9080793,0,22811956,12350,56.5,31.8,10,22,0,2.5,0.2,3.4,0.4,1.6,28.2,"1,000 to 1,599",Non-metropolitan Stable,"$178,741 to < $225,013",$1.3141 to under $1.4301
ODEM-EDROY ISD,4,846,0.5,86.2,12.6,0,0.1,0,0.6,66.1,3.3,8.3,3.2,31.1,7.4,94.9,0.6,71,984,17.7,154.6,65.7,3.2,3.6,8.7,42.5,0,42,81965,67408,54392,51197,71.1,12.9,39.2,10.2,8.3,26.2,0,59.8,40.2,0,0,0,0,91.1,2,0,0,313424,1.67,14112534,52.4,34.6,13,1819922,4199009,0,12319607,11455,49.9,38.4,6.2,8.3,0.8,2.8,0,6,0.7,2.2,34.6,500 to 999,Rural,"$288,727 to < $317,442",$1.4301 and over
SINTON ISD,5,2136,1.1,82.4,15,0.2,0.6,0,0.7,70.7,1,14.1,1,34.2,6.2,95.6,1,146,975,18.4,317.1,141.9,1.6,3.9,5.7,44.8,12.9,31.1,109018,75327,63076,53210,61.8,15.1,40.7,10.9,19.4,26,0.7,44.6,53.3,0.7,0.7,0,0,85.1,9.2,1.9,0,195915,1.449,28980116,61,27.2,11.8,2376942,8393753,0,24944838,10357,52.5,45.1,8.6,10.5,0,2.6,0.2,4.6,1.3,1.3,25.8,"1,600 to 2,999",Independent Town,"$178,741 to < $225,013",$1.4301 and over
TAFT ISD,3,985,0.4,90.7,8.1,0.2,0,0.1,0.5,93.7,2.3,11.8,2.3,26.2,4.4,94.2,2.3,63,-1,15.8,200.5,85.8,2,2.5,6,42.8,17.3,29.4,111053,74691,57898,53815,64.7,11.5,44,10.9,20,29.9,1.2,35.1,62.5,0,0,0,1.2,75.7,10.7,0,0,321902,1.516,17666448,52.3,32.7,15,3506825,1169513,0,17600192,14379,42.6,22.6,9.6,20.7,0,4.2,0.3,5.1,0,0.9,36.7,500 to 999,Other Central City Suburban,"$317,442 to < $337,807",$1.4301 and over
SAN SABA ISD,3,770,0.3,55.6,42.7,0,0.4,0,1,64.2,18.4,10.5,17.9,24.7,7.7,95.2,0,52,-1,17.6,131.8,71.2,2.3,2.1,5.2,54,13.3,23.1,85387,66560,50412,47464,20.1,10.8,28.6,12.6,14.8,25.6,0,5.9,92.7,0,1.4,0,0,70.5,6.3,9.9,2.4,316347,1.32,9440575,56.4,36.1,7.5,854482,2667817,0,9041192,10356,57.2,41.2,6.7,11.8,1.5,5.3,0.7,5.3,0.9,0.5,26.2,500 to 999,Rural,"$288,727 to < $317,442",$1.3141 to under $1.4301
RICHLAND SPRINGS ISD,1,118,0.8,22,73.7,0,0,0,3.4,62.7,0.8,19.5,0.8,43.2,2.5,93.6,0,13,.,17.9,30,16.2,3.3,0.8,0,54.2,14.9,26.7,87911,64388,.,56013,16.7,7.3,6.2,19.6,29.8,26,0,0,100,0,0,0,0,90.6,3.3,0,0,533923,1.307,3153063,51,43.9,5.1,681140,1164736,0,2302127,17044,47.4,35.5,4.6,8.4,0.1,4.6,0.2,7.1,0.6,0.1,38.8,Under 500,Rural,"$530,196 to < $559,445",$1.1701 to under $1.3141
CHEROKEE ISD,1,103,3.9,16.5,76.7,1,0,0,1.9,51.5,0,8.7,0,45.6,2.9,96.7,0,11,-1,19.2,29,16.9,3.4,3.7,3.4,58.3,13.8,17.2,87550,66477,61644,50654,6.9,6.1,23.6,10.6,17.7,17.2,0,5.9,88.2,5.9,0,0,0,82.8,3,1.7,0,459180,1.17,5025140,23.9,73.3,2.8,15872,1395035,0,2135293,17721,59.5,44.5,4.9,11.1,0,5.3,0.2,3.5,0.4,0,30.2,Under 500,Rural,"$450,515 to < $472,586",Under $1.1701
SCHLEICHER ISD,3,505,0,75.2,23.4,0,0,0,1.4,61,10.5,6.3,10.5,29.3,6.1,96.8,0,30,1035,19.6,99,53.8,2,3.1,3.9,54.3,10.6,26,86400,74270,57840,50447,31.7,9.4,35.2,11.9,16.6,14.4,0,16.7,83.3,0,0,0,0,62.4,6.8,14,0.6,544370,1.17,6562944,38.9,55.1,6,71922,1415277,0,6446664,12191,57.9,45.3,1.8,9.5,0.9,4.8,1.5,4,0.6,1.5,30,500 to 999,Rural,"$530,196 to < $559,445",Under $1.1701
HERMLEIGH ISD,2,243,1.6,37.4,58.4,0.4,0,0,2.1,38.7,5.8,7,5.8,26.7,8.2,95,0,20,923,-1,37.3,21.5,5.4,0.3,2.7,57.5,14.2,20,76131,63793,59847,49829,23.7,11.3,27.5,9.6,13.3,30,0,18.3,81.7,0,0,0,0,88.1,4.5,0,0,642630,1.29,4558367,28.9,66.5,4.6,841915,2462346,0,3823273,11731,46.9,35.5,4.8,5.4,0.2,6.7,0.4,7.7,0.7,0,38.6,Under 500,Rural,"$636,179 to < $697,496",$1.1701 to under $1.3141
SNYDER ISD,4,2662,2,65.8,29.2,0.5,0.7,0,1.8,68,11.9,10.3,11.9,35.8,5.2,94.9,0,157,1021,19.9,398,197.7,2.6,3.7,5.5,49.7,18.7,19.9,84484,66670,62911,52215,37.7,13.5,46.2,10.4,19.3,26,1.8,28.2,69,0,0,0,1,80.5,8,0,2.2,779516,1.118,38729006,13.1,75.3,11.7,3331842,33850697,0,35342317,10446,57.5,43.4,10.5,10,1.1,2.7,0.1,2.4,0.5,0.9,28.3,"1,600 to 2,999",Non-metropolitan Stable,"$697,496 to < $814,022",Under $1.1701
IRA ISD,1,266,0.8,28.2,70.7,0.4,0,0,0,20.3,3,7.9,2.6,45.9,1.9,97.6,2.5,18,-1,19.6,35.8,20.6,1.5,2.8,6.6,57.7,5.6,25.9,102640,72450,68545,51195,8.4,12.9,50.9,8.3,4.9,10.8,0,9.7,90.3,0,0,0,0,78.8,5.9,4.9,0,518832,1.64,3860758,40.2,56.4,3.4,873033,2005530,0,3592821,10472,55.4,49.6,4.6,2,0,4.1,0,3.5,0,0,36.2,Under 500,Rural,"$483,611 to < $530,196",$1.4301 and over
ALBANY ISD,2,522,2.3,15.9,78,0.6,0.4,0.4,2.5,40,1.9,8.4,2.9,46,2.3,95.8,0.7,28,1026,21.1,83.6,43.7,2.4,4.5,4.8,52.3,13.1,22.9,99321,66649,62825,53347,10.1,11.9,19.9,15.2,24,23.7,0,2.3,97.7,0,0,0,0,69.9,5,10.6,0,726052,1.04,5286669,15.4,74.7,9.8,64340,783820,0,5818627,11492,55.8,43.3,6.5,8,0.1,6,0.2,5.8,2.3,1.3,26.7,500 to 999,Rural,"$697,496 to < $814,022",Under $1.1701
MORAN ISD,1,112,0.9,12.5,83,0.9,0,0,2.7,93.8,0,20.5,0,50,0.9,95.1,0,10,1064,-1,25.5,14.7,3,0.3,0,57.5,11.7,27.4,107100,65373,.,54917,0,7.6,24.1,16.2,12,22.9,0,0,100,0,0,0,0,61.1,17.7,6.2,0,557546,1.04,1984508,50.1,34.6,15.3,39794,939299,0,1964183,16390,58.5,33.5,8.5,9.8,0,9.5,0.1,2.8,0.6,0,35.2,Under 500,Rural,"$530,196 to < $559,445",Under $1.1701
CENTER ISD,6,2654,20.1,43.8,30.8,0.1,3,0,2.2,80.9,30.1,11.7,29.4,27.1,3.1,96,0.3,169,944,17.6,387.5,197.5,1.5,4.3,7.4,51,18.7,17.1,93592,74686,59827,50960,27.8,13.4,35.6,13,18.9,20.1,9.2,9.6,80.7,0,0.5,0,0,79.4,8.4,0,5.1,207923,1.414,29940434,60.3,25.8,13.8,1865780,4574330,0,33486832,10263,51.9,34.3,11.2,11.6,2.7,4.3,0.5,3.9,0.8,3.4,27.4,"1,600 to 2,999",Non-metropolitan Stable,"$178,741 to < $225,013",$1.3141 to under $1.4301
JOAQUIN ISD,3,654,4.1,15.4,78.3,0.5,0.2,0,1.5,58.1,6.4,21.1,5.8,33.3,5.2,94.5,1,51,.,17.6,107.4,50.2,1.9,5.1,7.4,46.8,16.9,21.8,98560,78625,56692,53199,11.4,13,27.2,14.3,20.5,10.8,0,1.9,98.1,0,0,0,0,72.1,9.5,7.6,0.3,269048,1.621,9208663,59.7,31.7,8.7,1028334,2188320,0,8921723,11690,52.7,39.1,12.2,7.5,0.3,5.3,0.2,5.1,0.7,0.8,28.9,500 to 999,Rural,"$266,163 to < $288,727",$1.4301 and over
SHELBYVILLE ISD,1,772,17.9,11.8,65.9,0.6,0.5,0,3.2,65,5.2,13.2,5.2,32.4,3.9,96.1,0,53,-1,19.6,118.1,66.4,2.7,4.2,4.2,56.2,13.1,19.5,95701,87729,54007,53824,19.7,11.6,25.6,15.8,18.1,16.2,7.5,1.5,89.5,0,1.5,0,0,76.6,7.8,6.5,0,290971,1.174,8547775,57.2,32.3,10.5,170592,1809134,0,8664541,10844,55.7,44.2,8,8.7,0.8,4.4,0.4,4,0,0,29.4,500 to 999,Rural,"$288,727 to < $317,442",$1.1701 to under $1.3141
TENAHA ISD,1,512,26,43.9,27,0,0,0,3.1,91.6,21.1,17,21.1,44.9,2.9,95.9,0,34,-1,17.1,83.2,40.1,1.2,4.8,9,48.3,16.7,20.1,114388,77707,43134,63702,31.1,12.8,17.4,15.8,31,19.7,17.4,2.5,80.1,0,0,0,0,70.7,11,5,1.9,183205,1.162,7185100,68,19.1,12.9,244147,2167425,0,7133604,12258,49.5,27.8,10.3,11.5,0.8,5.3,0.3,6.5,1.1,1.6,34.8,500 to 999,Rural,"$178,741 to < $225,013",Under $1.1701
TIMPSON ISD,1,691,21.9,15.6,58.3,0,0.3,0,3.9,66.1,5.2,13,5.2,41.8,1.9,96.4,0.4,50,973,18.8,107.8,55.8,1.4,4.8,5.6,51.7,10,26.5,111049,87889,61875,51773,23.1,12.4,24,14.1,16.1,16.5,14.2,7.1,77.4,0,1.2,0,0,73.5,11,3.6,0,197659,1.419,8752858,66.7,22.1,11.2,563139,1471049,0,11506230,12069,48.3,39,7.2,8,0.1,5.1,0.1,3.9,0.5,1.3,34.8,500 to 999,Rural,"$178,741 to < $225,013",$1.3141 to under $1.4301
EXCELSIOR ISD,1,79,0,8.9,84.8,1.3,0,0,5.1,72.2,2.5,25.3,2.5,8.9,0,96.8,.,.,.,.,20.8,10.7,2.8,1.6,0,51.5,14,30,83637,83636,.,51107,0,7.4,9.3,26.6,11.7,0,0,0,100,0,0,0,0,87.1,7,4.7,0,471542,1.17,1288882,47.4,37.7,14.8,8000,647746,0,1176876,13087,54.9,35.2,5.7,14.2,0.1,0,0,0,0,2.8,41.9,Under 500,Rural,"$450,515 to < $472,586",Under $1.1701
TEXHOMA ISD,1,115,0,53.9,45.2,0,0,0,0.9,60,38.3,12.2,37.4,0,0.9,96.1,.,.,.,.,27,11.5,3.7,1.9,0.2,42.6,25.5,26.1,90000,63000,74766,47762,36.6,10,60.9,9.2,4.2,24,0,8.7,82.6,0,8.7,0,0,73.9,8.7,17.4,0,537662,1.04,1704502,29.8,64.4,5.8,51781,966599,0,1626067,9160,50.7,37.2,7.2,8.9,0.7,0,1.7,0,0,2.9,41.5,Under 500,Rural,"$814,022 to < $847,341",Under $1.1701
STRATFORD ISD,3,562,0,63.7,33.6,0.4,0.2,0,2.1,59.4,18.9,8.9,18.1,25.3,2.3,96.3,0,37,-1,18.4,99.7,56.6,1,4.1,3,56.7,12.7,22.5,118976,79628,62785,51062,25.8,9.9,37.1,14.3,14.9,20.3,0,8.8,91.2,0,0,0,0,77.4,8.4,1.2,1.8,709613,1.327,7875451,24.9,68.8,6.4,664372,2468021,0,12574548,11859,60.3,44.1,6.7,9.7,2.4,5.1,0.3,3.6,0.8,1.6,25.8,500 to 999,Rural,"$697,496 to < $814,022",$1.3141 to under $1.4301
CUMBERLAND ACADEMY,4,1985,14.8,27.1,50.1,0.4,3.7,0.2,3.7,48.7,8.6,8.4,6.4,34.9,0,94.9,0.4,141,1053,.,240.6,158.1,1.2,3.3,4.7,65.7,1.4,23.7,80000,60171,47030,43034,26.1,12.6,46.5,8.1,24.5,26,10.6,5.7,81.9,0,0.6,0,1.3,87.6,5.1,0.2,0,0,0,19535012,90.1,4.8,5.1,-11711,0,0,16692743,7454,66.9,50.4,6.6,6.7,0.4,6.4,0,3.2,1.6,0,24.6,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
UT TYLER UNIVERSITY ACADEMY,3,844,5.8,14.7,69.7,0.7,4.1,0.4,4.6,33.9,2.6,6.8,2,44.5,9.7,96.6,0,42,1168,23.8,83.7,54.8,7.5,4.2,11.1,65.5,4.6,7,73505,70998,54915,49217,8.8,15.4,47,8.3,52.1,28,0,5.5,92.2,1.8,0,0,0.5,83.8,3.7,0,0,0,0,6951103,97.5,0.1,2.4,0,0,889945,6722988,9110,63.4,63.7,5,4,0.1,6.1,0.2,0,0.8,0,20.1,500 to 999,Charters,Non-taxing entities,Non-taxing entities
ARP ISD,3,886,13.3,11.3,68.6,0.2,0.3,0,6.2,56.5,2.8,9.4,2.6,36.1,7.1,95.6,0,51,1075,21.5,146.8,78.5,2,2.7,2.8,53.5,15.1,23.8,90532,77471,63749,49592,18.7,11.3,33.2,12.2,13.8,11.3,4.4,6.3,88,0,0,0,1.2,79.6,11.8,1.5,0,402905,1.47,11300863,42.5,45.6,11.9,1101548,2244796,0,11081091,11204,53.8,37.6,12.9,8.9,0.1,4.5,0.3,5.2,0.7,1.4,28.6,500 to 999,Rural,"$382,055 to < $407,429",$1.4301 and over
BULLARD ISD,6,2659,3.6,7.4,85.7,0.2,0.5,0.1,2.5,32.9,2.4,12.1,2.4,28.4,5.9,96.2,0.5,199,1082,23.1,365.8,204.5,1.4,3.6,6.2,55.9,9.8,23.2,104918,74649,55111,48090,10.6,13,23.7,13.8,22.9,15.2,2,1,95.1,1,0,0,1,76.7,5.5,8.6,1.1,387747,1.63,30334761,36.3,56.3,7.4,5133270,4846906,0,30174054,9711,53.1,43.3,11,4.1,0.1,5.2,0.2,3.8,1.2,1.4,29.8,"1,600 to 2,999",Other Central City Suburban,"$382,055 to < $407,429",$1.4301 and over
LINDALE ISD,6,4221,5.5,16.7,71.3,0.6,1.3,0,4.6,44.2,3.7,11.9,3.6,27,8.6,96.1,0.2,239,1109,23.2,622.5,288.4,1.3,2.4,7.9,46.3,13.5,28.5,113668,73232,57046,50761,11.9,14.6,27.7,13.2,23.7,13.9,1,1.7,96.5,0.3,0,0,0.3,74.9,7,7,0,330089,1.39,43879826,45.5,45.7,8.8,6235472,6212041,0,58484400,8877,59.8,41.9,12.6,8,0.4,4.3,0.8,3.7,1.8,0.5,26,"3,000 to 4,999",Other Central City Suburban,"$317,442 to < $337,807",$1.3141 to under $1.4301
TROUP ISD,3,1088,10.8,14.3,70.6,0.4,0.3,0.1,3.6,52.8,4.7,10.2,4.7,27.6,6.8,95.7,0,77,1119,21.1,164.6,85,1.8,4.3,4.3,51.6,12.6,25.4,111141,80269,69099,51069,14.8,12.8,15.3,14.5,9.4,8,1.2,3.5,94.1,0,1.2,0,0,77.9,5.7,7.1,1.3,312447,1.29,12671289,49.6,42.2,8.3,514166,7362515,0,11854015,9870,53.5,44.2,5.9,7.9,0.6,5.1,0.9,5.2,0.8,1.8,27.5,"1,000 to 1,599",Non-metropolitan Stable,"$288,727 to < $317,442",$1.1701 to under $1.3141
TYLER ISD,26,18230,27.4,47,21.1,0.3,1.4,0,2.8,75.2,23.3,9,22.4,30.2,9.5,95.4,0.4,1067,1039,20.1,2529.4,1222.6,1.1,2.8,13.2,48.3,10.2,24.4,110007,72794,60391,52318,46.4,14.9,40.8,10.2,27.6,22.7,17.6,17.5,60.7,0.4,1.9,0.1,1.9,65.8,10.4,0.2,10.6,466583,1.405,213604650,28.3,57.4,14.3,36985694,27193843,0,290427556,9491,55.2,46.8,12,9.8,0.9,3.4,0.5,3,1.7,0.2,21.8,"10,000 to 24,999",Other Central City,"$450,515 to < $472,586",$1.3141 to under $1.4301
WHITEHOUSE ISD,7,4928,12.7,15.1,63.9,0.3,3.2,0,4.8,44,4.2,11.4,3.9,30.7,9.3,95.7,1.7,304,1139,22.4,649.6,326,2.5,3.3,9.3,50.2,13,21.8,97475,75330,62117,52104,11.6,15.1,21,13,22.9,16.1,3.1,3.4,92.3,0.6,0,0,0.6,70.8,5.8,9.4,0,403255,1.413,49896426,36.1,55.4,8.5,7436191,7565174,0,60110906,8623,54.9,44.8,9.5,5.8,0.2,4.3,3,3.2,2.3,1.1,25.8,"3,000 to 4,999",Other Central City Suburban,"$382,055 to < $407,429",$1.3141 to under $1.4301
CHAPEL HILL ISD,5,3527,17.2,49.4,28.3,0.1,0.9,0.1,4.1,74.3,23.7,11.8,23.4,41.7,7.1,95.2,1.4,231,994,19.4,529.9,247,1.5,3.3,11,46.6,11.3,26.3,105348,77040,65507,52356,34.6,14.3,38,10.2,18.2,28.8,12.5,15,70.9,1.2,0,0.4,0,57.3,10.2,5.9,12.6,341706,1.23,38818031,46.6,41.6,11.8,1547685,8317311,0,39403308,10156,56,45.2,9.3,8.2,1.6,5.7,0.3,2.8,0.9,0.8,25.2,"3,000 to 4,999",Other Central City Suburban,"$337,807 to < $360,988",$1.1701 to under $1.3141
WINONA ISD,3,1116,17.7,34.6,44.4,0.1,0.4,0.1,2.6,78,15.8,11.9,15.4,33.4,3.9,94,0.3,71,909,20.1,206.5,88.4,0.5,4.9,5.7,42.8,11.5,34.5,121992,75714,56311,48755,24.8,12.6,36,11.4,21.5,30.3,16.3,2.6,78.9,1.1,0,0,1.1,79.8,8.8,1.1,1.5,393144,1.433,14319107,42.9,40.2,16.9,1888148,2281289,0,16185335,10947,48.5,40,12.5,6.3,0.3,4.8,0.1,3.4,0.4,1.8,30.5,"1,000 to 1,599",Other Central City Suburban,"$382,055 to < $407,429",$1.4301 and over
BRAZOS RIVER CHARTER SCHOOL,1,242,15.7,23.6,53.3,0.4,1.7,0,5.4,66.1,0,19,0,26.4,0,92,5.4,49,-1,-1,40,20.9,1.5,3.1,6.5,52.2,20.7,15.9,133442,84738,95987,52731,15,11.6,18.7,15.4,33,16.1,19.1,0,80.9,0,0,0,0,85.5,4.8,0,0,0,0,2539407,91.4,3.7,5,0,0,0,2314298,9724,55.8,38.6,11.4,10.9,0,7.9,0,0,2.2,0,29,Under 500,Charters,Non-taxing entities,Non-taxing entities
